"This application connects to the respective third-party (using AJAX) after regular intervals to check if there are any new updates to the corresponding activity feed. How often do you want this process to occur? A shorter amount of time will consume more server resources. If your server is experiencing slowdown issues, try lowering the frequency the application checks for updates.";"This application connects to the respective third-party (using AJAX) after regular intervals to check if there are any new updates to the corresponding activity feed. How often do you want this process to occur? A shorter amount of time will consume more server resources. If your server is experiencing slowdown issues, try lowering the frequency the application checks for updates."
"Enter the number of friends till which users should be shown the Invite Friends block in the Welcome Tab (This block enables users to invite their contacts to become members of the site and their friends on it, by importing contacts from various services or manually entering email IDs. Those who are already site members get friend request. Users can thus quickly and easily grow their network on your site. Note that for this to be visible, you must place the ""Welcome: Invite Friends"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of friends reaches the limit set by you.).";"Enter the number of friends till which users should be shown the Invite Friends block in the Welcome Tab (This block enables users to invite their contacts to become members of the site and their friends on it, by importing contacts from various services or manually entering email IDs. Those who are already site members get friend request. Users can thus quickly and easily grow their network on your site. Note that for this to be visible, you must place the ""Welcome: Invite Friends"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of friends reaches the limit set by you.)."
"Enter the number of friends till which users should be shown the People You May Know block in the Welcome Tab (This block shows to users the people they may know and enables them to easily and quickly add them as friends to grow their network on your site. Note that for this to be visible, you must place the ""People you may know"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of friends reaches the limit set by you.).";"Enter the number of friends till which users should be shown the People You May Know block in the Welcome Tab (This block shows to users the people they may know and enables them to easily and quickly add them as friends to grow their network on your site. Note that for this to be visible, you must place the ""People you may know"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of friends reaches the limit set by you.)."
"Enter the number of friends till which users should be shown the Search for People block in the Welcome Tab (This block shows to users a search field to search for their friends who might be members of the site. This enables them to easily and quickly add them as friends to grow their network on your site. Note that for this to be visible, you must place the ""Welcome: Search for People"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of friends reaches the limit set by you.).";"Enter the number of friends till which users should be shown the Search for People block in the Welcome Tab (This block shows to users a search field to search for their friends who might be members of the site. This enables them to easily and quickly add them as friends to grow their network on your site. Note that for this to be visible, you must place the ""Welcome: Search for People"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of friends reaches the limit set by you.)."
"Enter the number of days after signup till which users should be shown the Suggestions block in the Welcome Tab (This block shows to users suggestions of various content types of your site, thus enabling them to explore content and motivating them to generate their own content on your site. Note that for this to be visible, you must place the ""Explore Suggestions"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of days after signup reaches the limit set by you. You can set the number of items to be visible in this from the Edit Settings for this widget.).";"Enter the number of days after signup till which users should be shown the Suggestions block in the Welcome Tab (This block shows to users suggestions of various content types of your site, thus enabling them to explore content and motivating them to generate their own content on your site. Note that for this to be visible, you must place the ""Explore Suggestions"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of days after signup reaches the limit set by you. You can set the number of items to be visible in this from the Edit Settings for this widget.)."
"Enter the number of days after signup till which users should be shown the Popular Content block in the Welcome Tab (This block shows to users the most Liked items of your site, thus enabling them to explore quality content on your site. Note that for this to be visible, you must place the ""Welcome: Most Liked Items"" widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab, then enter 0 below. This block will no more be visible to users in the Welcome Tab after their number of days after signup reaches the limit set by you.).";"Enter the number of days after signup till which users should be shown the Popular Content block in the Welcome Tab (This block shows to users the most Liked items of your site, thus enabling them to explore quality content on your site. Note that for this to be visible, you must place the ""Welcome: Most Liked Items widget in this page from the Layout Editor. If you do not want this widget to be available in the Welcome Tab,"
"Below, you can choose and order the content types over which users should be able to filter their home page activity feeds. Drag and drop items to arrange their sequence. You can assign a higher positioning to content types that are more important for your community. You can also add a new content type below. You can add content type from any 3rd-party plugin also for filtering. <br /> With such content lists, users can see all updates for content of a particular type, like all updates from Pages, all updates related to Photos, etc.";"Below, you can choose and order the content types over which users should be able to filter their home page activity feeds. Drag and drop items to arrange their sequence. You can assign a higher positioning to content types that are more important for your community. You can also add a new content type below. You can add content type from any 3rd-party plugin also for filtering. <br /> With such content lists, users can see all updates for content of a particular type, like all updates from Pages, all updates related to Photos, etc."
"Below, you can choose and order the content types over which users should be able to create custom lists to filter their home page activity feeds. Drag and drop items to arrange their sequence. You can assign a higher positioning to content types that are more important for your community. You can also add a new content type for custom lists below. You can add content type from any 3rd-party plugin also for custom lists for filtering. <br />For every custom list, users can compose them from multiple items of different content types from the ones selected by you. It is recommended that for custom lists, you choose content types in which content have their own updates / activity feed, like Groups, Events, Directory Items / Pages, Listings, Users, etc. <br /> With their custom lists, users can choose to easily see updates from their favorite content items and friends that they are interested in. For example, a user can create a custom list called ""Football"" in which he can add a Group related to Football, a 
Football Event, a Page of Football Club, Friends he plays Football with, etc, so that he can receive updates related to Football in that list.";"Below, you can choose and order the content types over which users should be able to create custom lists to filter their home page activity feeds. Drag and drop items to arrange their sequence. You can assign a higher positioning to content types that are more important for your community. You can also add a new content type for custom lists below. You can add content type from any 3rd-party plugin also for custom lists for filtering. <br />For every custom list, users can compose them from multiple items of different content types from the ones selected by you. It is recommended that for custom lists, you choose content types in which content have their own updates / activity feed, like Groups, Events, Directory Items / Pages, Listings, Users, etc. <br /> With their custom lists, users can choose to easily see updates from their favorite content items and friends that they are interested in. For example, a user can create a custom list called ""Football"" in which he can add a Group related to Football, a Football Event, a Page of Football Club, Friends he plays Football with, etc, so that he can receive updates related to Football in that list."
"ACTIVITY_FORM_ADMIN_SETTINGS_GENERAL_USERLENGTH_DESCRIPTION";"How many items per user can be shown on the recent activity feed? It's important to have a nice mix of items from various users on your social network, so here you can set a limit on the number of items published about each user at any given time. For smaller social networks, a higher number of published items per user might be more appropriate."
"ACTIVITY_FORM_ADMIN_SETTINGS_GENERAL_LIVEUPDATE_DESCRIPTION";"The application connects to your server (using AJAX) every few seconds to check if there are any new updates to the activity feed. How often do you want this process to occur? A shorter amount of time will consume more server resources. If your server is experiencing slowdown issues, try lowering the frequency the application checks for updates."
"ACTIVITY_FORM_ADMIN_SETTINGS_GENERAL_CONTENT_DESCRIPTION";"When a member is looking at the recent activity feed, whose actions should they see? For smaller networks, it may make more sense to show recent actions from ""All Members"" so the feed is quickly populated."
"Video";"Video"
"ADMIN_ACTIVITY_TYPE_VIDEO_NEW";"Bir üye yeni video paylaştığında."
"Allow HTML in posts?";"Paylaşımlarda HTML kullanılsın mı?"
"ITEM_TYPE_EVENT_POST";"Etkinlik Forumu Paylaşımları"
"ADMIN_ACTIVITY_TYPE_STATUS";"Bir üye durum güncellemesi paylaştığında."
"ACTIVITY_TYPE_ACTIVITY_POST";"Birisi profil sayfama yazdığında."
"View more comments";"Daha fazla yorum gör"
"Get More Plugins";"Get More Plugins"
"Get More Themes";"Get More Themes"
"More SE News";"More SE News"
"Find More Plugins";"Find More Plugins"
"'%value%' is greater than %max% characters long";"Lütfen %max% karakterden fazla kullanma"
"  'View More &raquo";"' => 'Daha Fazla &raquo";"' => 'Daha Fazla &raquo"
"See %1$s more feed";"%1$s bildirim daha gör";"%1$s bildirim daha gör"
"This form is just an example fallback for the unobtrusive behaviour of FancyUpload. If this part is not changed, something must be wrong with your code.";"This form is just an example fallback for the unobtrusive behaviour of FancyUpload. If this part is not changed, something must be wrong with your code."
"or";"ya da"
"Highest Rated";"En Çok Oy Alan"
"Autos & Vehicles";"Autos & Vehicles"
"Comedy";"Comedy"
"Education";"Education"
"Entertainment";"Entertainment"
"Film & Animation";" Film & Animation"
"Gaming";"Gaming"
"Howto & Style";" Howto & Style"
"News & Politics";" News & Politics"
"Nonprofits & Activism";"Nonprofits & Activism"
"People & Blogs";"People & Blogs"
"Pets & Animals";"Pets & Animals"
"Science & Technology";"Science & Technology"
"Sports";"Sports
"
"Travel & Events";"Travel & Events"
"VIDEO_FORM_ADMIN_LEVEL_DESCRIPTION";"These settings are applied on a per member level basis. Start by selecting the member level you want to modify, then adjust the settings for that level below."
"Allow Viewing of Videos?";"Allow Viewing of Videos?"
"Do you want to let members view videos? If set to no, some other settings on this page may not apply.";"Do you want to let members view videos? If set to no, some other settings on this page may not apply."
"No, do not allow videos to be viewed.";" No, do not allow videos to be viewed."
"Yes, allow viewing of videos.";" Yes, allow viewing of videos."
"Yes, allow viewing of all videos, even private ones.";" Yes, allow viewing of all videos, even private ones."
"Allow Editing of Videos?";" Allow Editing of Videos?"
"Do you want to let members edit videos? If set to no, some other settings on this page may not apply.";" Do you want to let members edit videos? If set to no, some other settings on this page may not apply."
"No, do not allow members to edit their videos.";" No, do not allow members to edit their videos."
"Yes, allow members to edit their own videos.";" Yes, allow members to edit their own videos."
"Yes, allow members to edit all videos.";" Yes, allow members to edit all videos."
"Allow Deletion of Videos?";" Allow Deletion of Videos?"
"Do you want to let members delete videos? If set to no, some other settings on this page may not apply.";" Do you want to let members delete videos? If set to no, some other settings on this page may not apply."
"No, do not allow members to delete their videos.";" No, do not allow members to delete their videos."
"Yes, allow members to delete their own videos.";" Yes, allow members to delete their own videos."
"Yes, allow members to delete all videos.";" Yes, allow members to delete all videos."
"Allow Creation of Videos?";" Allow Creation of Videos?"
"VIDEO_FORM_ADMIN_LEVEL_CREATE_DESCRIPTION";" Do you want to let members create videos? If set to no, some other settings on this page may not apply. This is useful if you want members to be able to view videos, but only want certain levels to be able to create videos."
"Yes, allow creation of videos.";" Yes, allow creation of videos."
"No, do not allow video to be created.";" No, do not allow video to be created."
"Video Privacy";"Video Gizliliği"
"VIDEO_FORM_ADMIN_LEVEL_AUTHVIEW_DESCRIPTION";"Your members can choose from any of the options checked below when they decide who can see their video. If you do not check any options, settings will default to the last saved configuration. If you select only one option, members of this level will not have a choice."
"Video Comment Options";"Video Yorum Seçenekleri"
"These settings affect all members in your community.";" These settings affect all members in your community."
"Path to FFMPEG";" Path to FFMPEG"
"Please enter the full path to your FFMPEG installation. (Environment variables are not present)";" Please enter the full path to your FFMPEG installation. (Environment variables are not present)"
"Encoding Jobs";" Encoding Jobs"
"How many jobs do you want to allow to run at the same time?";" How many jobs do you want to allow to run at the same time?"
"Public Permissions";" Public Permissions"
"Yes, the public can view videos unless they are made private.";" Yes, the public can view videos unless they are made private."
"No, the public cannot view videos.";" No, the public cannot view videos."
"VIDEO_FORM_ADMIN_LEVEL_AUTHCOMMENT_DESCRIPTION";"Your members can choose from any of the options checked below when they decide who can post comments on their video. If you do not check any options, settings will default to the last saved configuration. If you select only one option, members of this level will not have a choice."
"Maximum Allowed Videos";" Maximum Allowed Videos"
"Enter the maximum number of allowed videos. The field must contain an integer between 1 and 999.";" Enter the maximum number of allowed videos. The field must contain an integer between 1 and 999."
"VIDEO_VIEWS_SCRIPTS_ADMINMANAGE_INDEX_DESCRIPTION";"This page lists all of the videos your users have posted. You can use this page to monitor these videos and delete offensive material if necessary. Entering criteria into the filter fields will help you find specific video. Leaving the filter fields blank will show all the videos on your social network."
"There are no videos posted by your members yet.";"There are no videos posted by your members yet."
"VIDEO_VIEWS_SCRIPTS_ADMINSETTINGS_CATEGORIES_DESCRIPTION";"If you want to allow your users to categorize their videos, create the categories below. This feature is useful if you want to list all your users' video that If you have no categories, your users will not be given the option of assigning a video category."
"Delete Video Category?";"Delete Video Category? "
"Are you sure that you want to delete this category? It will not be recoverable after being deleted.";"Are you sure that you want to delete this category? It will not be recoverable after being deleted. "
"This page contains utilities to help configure and troubleshoot the video plugin.";"This page contains utilities to help configure and troubleshoot the video plugin."
"Ffmpeg Version";"Ffmpeg Version"
"This will display the current installed version of ffmpeg.";"This will display the current installed version of ffmpeg."
"Supported Video Formats";"Supported Video Formats"
"YouTube";"YouTube"
"Vimeo";"Vimeo"
"Videos Plugin";"Videos Plugin"
"Manage Videos";"Videoları Yönet"
"Video Utilities";"Video Araçları"
"Allow Commenting on Videos?";"Allow Commenting on Videos?"
"Allow Video Upload?";"Allow Commenting on Videos?"
"Do you want to let members of this level comment on videos?";"Allow Commenting on Videos?"
"Yes, allow members to comment on videos.";"Yes, allow members to comment on videos."
"No, do not allow members to comment on videos.";"No, do not allow members to comment on videos."
"Do you want to let members to upload their own videos? If set to no, some other settings on this page may not apply.";"Do you want to let members to upload their own videos? If set to no, some other settings on this page may not apply."
"Yes, allow video uploads.";"Yes, allow video uploads."
"No, do not allow video uploads.";"No, do not allow video uploads."
"Enter the maximum number of allowed videos. The field must contain an integer, use zero for unlimited.";"Enter the maximum number of allowed videos. The field must contain an integer, use zero for unlimited."
"Delete Network";"Ağı Sil"
"NETWORK_FORM_ADMIN_NETWORK_DESCRIPTION";"If you decide to have members join this network automatically (based on their profile information), you will need to select a profile field and provide a matching value. When members enter that value when creating or editing their profile, they will automatically join this network. You can choose to ""hide"" this network if you want members to belong to it invisibly. This means that only you will know what members belong to the network."
"Member Assignment";"Member Assignment"
"Members can choose to join this network at any time";"Members can choose to join this network at any time"
"Members are automatically assigned to this network";"Members are automatically assigned to this network"
"Members must be assigned to this network by an administrator";"Members must be assigned to this network by an administrator"
"Related Profile Question";"Related Profile Question"
"Matching Value";"Örtüşen Değer"
"Yes, hide membership for this network.";"Evet, bu ağ üyeliğini gizle."
"n/a";"yok"
"Activate Your Plugin Now";"Activate Your Plugin Now"
"Horizontal Margin between Elements";"Horizontal Margin between Elements"
"(Horizontal margin in px between consecutive elements in this widget. You might want to change this value if the content of this widget is not coming properly on your site because of the column width in your theme.)";"(Horizontal margin in px between consecutive elements in this widget. You might want to change this value if the content of this widget is not coming properly on your site because of the column width in your theme.)"
"The Advanced Photo Albums Plugin is dependent on the SocialEngine Photo Albums Plugin. So, in future if you want to disable the SocialEngine Photo Albums Plugin on your website, then the Advanced Photo Albums Plugin should also be disabled.";"The Advanced Photo Albums Plugin is dependent on the SocialEngine Photo Albums Plugin. So, in future if you want to disable the SocialEngine Photo Albums Plugin on your website, then the Advanced Photo Albums Plugin should also be disabled."
"You have installed some other third-party plugin for albums on your site. The Advanced Photo Albums Plugin is dependent on SocialEngine Photo Albums Plugin and does not work with other third-party albums plugin. To make this plugin work correctly, you need to overwrite the other third-party album plugin on your site with the SocialEngine Photo Albums Plugin. Please follow the below steps for doing this:";"You have installed some other third-party plugin for albums on your site. The Advanced Photo Albums Plugin is dependent on SocialEngine Photo Albums Plugin and does not work with other third-party albums plugin. To make this plugin work correctly, you need to overwrite the other third-party album plugin on your site with the SocialEngine Photo Albums Plugin. Please follow the below steps for doing this:"
"Download the latest version of the SocialEngine Photo Albums Plugin and upgrade it by clicking on the below button: ""Go to Manage Packages & Plugins"".";"Download the latest version of the SocialEngine Photo Albums Plugin and upgrade it by clicking on the below button: ""Go to Manage Packages & Plugins""."
"After upgrading the SocialEngine Photo Albums Plugin on your site, please go again to the Admin Panel of Advanced Photo Albums Plugin and activate that plugin.";"After upgrading the SocialEngine Photo Albums Plugin on your site, please go again to the Admin Panel of Advanced Photo Albums Plugin and activate that plugin."
"Go to Manage Packages & Plugins";"Go to Manage Packages & Plugins"
"Proceed to activate plugin now";"Proceed to activate plugin now"
"SITEALBUM_VIEW_PRIVACY_MESSAGE";"You can not make this album as ""Album of the Day"" or ""Featured Album"" because its privacy is not set to ""Everyone"" or ""All Registered Members"" and thus cannot be highlighted to users."
"SITEALBUM_PHOTO_VIEW_PRIVACY_MESSAGE";"You can not make this photo as ""Photo of the Day"" or ""Featured Photo"" because the privacy of album it belongs to is not set to ""Everyone"" or ""All Registered Members"" and thus cannot be highlighted to users."
"The settings for the Advanced Lightbox Viewer have been moved to the SocialEngineAddOns Core Plugin. Please %1svisit here%2s to see and configure these settings.";"The settings for the Advanced Lightbox Viewer have been moved to the SocialEngineAddOns Core Plugin. Please %1svisit here%2s to see and configure these settings."
"Select the networks, members of which should be able to see your album. (Press Ctrl and click to select multiple networks. Applied privacy will be a combination of the privacy chosen above in ""View Privacy"" and the privacy chosen here.)";"Select the networks, members of which should be able to see your album. (Press Ctrl and click to select multiple networks. Applied privacy will be a combination of the privacy chosen above in ""View Privacy"" and the privacy chosen here.)"
"Select the networks, members of which should be able to see your Album in browse and search albums. (Press Ctrl and click to select multiple networks. Applied privacy will be a combination of the privacy chosen above in ""View Privacy"" and the privacy chosen here.)";"Select the networks, members of which should be able to see your Album in browse and search albums. (Press Ctrl and click to select multiple networks. Applied privacy will be a combination of the privacy chosen above in ""View Privacy"" and the privacy chosen here.)"
"You can use this link to share this  photo album with anyone, even if they don't have an account on this website. Anyone with the link will be able to see your  photo album.";"Bu bağlantı adresini kullanarak albümünü herkesle paylaşabilirsin, hatta bu sitenin üyesi olmasalar bile. Bu bağlantıyı alan herkes albümünü görebilir."
"You can use this link to share this photo with anyone, even if they don't have an account on this website. Anyone with the link will be able to see your photo.";"Bu bağlantı adresini kullanarak fotoğrafı herkesle paylaşabilirsin, hatta bu sitenin üyesi olmasalar bile. Bu bağlantıyı alan herkes fotoğrafı görebilir."
"Australia";"Avustralya"
"Africa";"Afrika"
"Asia";"Asya"
"Europe";"Avrupa"
"South America";"Güney Amerika"
"North America";"Kuzey Amerika"
"CORE_VIEWS_SCRIPTS_ADMINADS_INDEX_DESCRIPTION";"Displaying advertisements is an excellent way to monetize your social network. By creating ad campaigns, you can determine exactly where your ads will appear, how long they will be displayed, and who they will be shown to. The key to generating substantial revenue from your social network is to create targeted ad campaigns. This means that you should make an effort to show specific ads to users based on their interests or personal characteristics (e.g. their profile information). To accomplish this, ad campaigns can be created for specific user levels and/or networks."
"You currently have no advertising campaigns.";"You currently have no advertising campaigns."
"CORE_FORM_ADMINS_LAYOUT_CONTENT_PAGE_LEVELS_DESCRIPTION";"Specify which member levels will be able to view this page. To show this page to all member levels, leave them all selected. If you want this page to be hidden from none registered members, please make sure you select deselect the public member level. Use CTRL-click to select or deselect multiple levels."
"Create Advertising Campaign";"Create Advertising Campaign"
"Follow this guide to design and launch a new advertising campaign.";"Create Advertising Campaign"
"Campaign Name";"Create Advertising Campaign"
"Don't end this campaign on a specific date.";"Create Advertising Campaign"
"End this campaign on a specific date.";"End this campaign on a specific date."
"Total Views Allowed";"Total Views Allowed"
"The campaign will end when this number of views is reached. Enter ""0"" for unlimited views.";"The campaign will end when this number of views is reached. Enter ""0"" for unlimited views."
"Total Clicks Allowed";"Total Clicks Allowed"
"The campaign will end when this number of clicks is reached. Enter ""0"" for unlimited clicks.";"The campaign will end when this number of clicks is reached. Enter ""0"" for unlimited clicks."
"CORE_FORM_ADMIN_ADS_CREATE_LIMITCTR_DESCRIPTION";"If you specify a minimum CTR (click-through ratio, which is the ratio of clicks to views) and the campaign's CTR goes below your limit, the campaign will end. If you decide to specify a minimum CTR limit, you should enter it as a percentage of clicks to views (e.g. 0.05%). To create a campaign with no definite end, don't specify limits and your campaign will continue until you choose to end it."
"CORE_FORM_ADMINS_ADS_CREATE_ADLEVELS_DESCRIPTION";"Specify which member levels will be shown advertisements from this campaign. To show this ad campaign to all member levels, leave them all selected. Use CTRL-click to select or deselect multiple levels."
"CORE_FORM_ADMINS_ADS_CREATE_ADNETWORKS_DESCRIPTION";"Specify which networks will be shown advertisements from this campaign. To show this ad campaign to all networks, leave them all selected. Use CTRL-click to select or deselect multiple networks."
"Create Campaign";"Create Campaign"
"Minimum CTR";"Minimum CTR"
"pause";"durdur"
"un-pause";"devam ettir"
"CTR";"CTR"
"Clicks";"Tıklamalar"
"Edit Advertising Campaign";"Edit Advertising Campaign"
"Manage Advertisements";"Manage Advertisements"
"Editing Ad Campaign";"Editing Ad Campaign"
"There are no advertisements added to this campaign.";"There are no advertisements added to this campaign."
"Add New Advertisement";"Add New Advertisement"
"CORE_VIEWS_SCRIPTS_ADMINADS_MANAGEADS_DESCRIPTION";"Displaying advertisements is an excellent way to monetize your social network. By creating ad campaigns, you can determine exactly where your ads will appear, how long they will be displayed, and who they will be shown to. The key to generating substantial revenue from your social network is to create targeted ad campaigns. This means that you should make an effort to show specific ads to users based on their interests or personal characteristics (e.g. their profile information). To accomplish this, ad campaigns can be created for specific user levels and/or networks."
"Create Advertisement";"Create Advertisement"
"Follow this guide to design and create a new advertisement.";"Follow this guide to design and create a new advertisement."
"preview";"önizleme"
"Preview";"Önizleme"
"HTML Code";"HTML Kodu"
"Edit HTML";"HTML Düzenle"
"Edit Advertisement";"Edit Advertisement"
"CORE_FORM_ADMIN_ADS_AD_MEDIATYPE_DESCRIPTION";"Upload a banner image from your computer or specify your advertisement HTML code (e.g. Google Adsense). If you choose to upload an image, it must be a valid GIF, JPG, JPEG, or PNG file under 200kb."
"Upload Banner Image";"Upload Banner Image"
"Insert Banner HTML";"Insert Banner HTML"
"Advertisement Name";"Advertisement Name"
"Advertisement Media";"Advertisement Media"
"CORE_VIEWS_SCRIPTS_FANCYUPLOAD_DESCRIPTION";"This form is just an example fallback for the unobtrusive behaviour of FancyUpload. If this part is not changed, something must be wrong with your code."
"CORE_VIEWS_SCRIPTS_FANCYUPLOAD_ADDPHOTOS";"Click ""Add Photos"" to select a photo from your computer. After you have selected the photos, they will begin to upload right away. When your upload is finished, you will be able to preview the advertisement."
"Upload a Photo:";"Fotoğraf Yükle:"
"done";"tamam"
"Advertisement Preview";"Advertisement Preview"
"Delete Advertisement";"Delete Advertisement"
"Are you sure you want to delete this advertisement?";"Are you sure you want to delete this advertisement?"
"Delete Ad";"Delete Ad"
"Advertisement Edited.";"Advertisement Edited."
"Ad Campaign Deleted";"Ad Campaign Deleted"
"Advertisement Deleted.";"Advertisement Deleted."
"ITEM_TYPE_CORE_PAGE";"Sayfalar"
" - All unsaved changes to pages or widgets will be lost - ";"- All unsaved changes to pages or widgets will be lost -"
"Any unsaved changes will be lost. Are you sure you want to leave this page?";"Kaydedilmemiş tüm değişiklikler kaybolacak. Bu sayfayı terketmek istediğinden emin misin?"
"The selected layout change will cause %s areas containing widgets to be destroyed. Are you sure you want to continue?";"The selected layout change will cause %s areas containing widgets to be destroyed. Are you sure you want to continue?"
"Tabbed Blocks";"Tabbed Blocks"
"Give your new page a unique name. This will appear in the list of pages in the ""Open Page"" tab.";"Give your new page a unique name. This will appear in the list of pages in the ""Open Page"" tab."
"Page Name";"Sayfa Adı"
"Create Page";"Sayfa Oluştur"
"New Page";"Yeni Sayfa"
"Open Page";"Sayfayı Aç"
"and keep your current layout.";"and keep your current layout."
"Edit Columns";"Edit Columns"
"hide on this page";"hide on this page"
"show on this page";"show on this page"
"Main Content Area";"Main Content Area"
"Available Blocks";"Available Blocks"
"Drop things here to add them to the global footer.";"Drop things here to add them to the global footer."
"Changes made to this form will not be saved.  Please adjust the permissions (CHMOD) of file %s to 777 and try again.";"Changes made to this form will not be saved. Please adjust the permissions (CHMOD) of file %s to 777 and try again."
"Select a new column layout for this page.";"Select a new column layout for this page."
"Edit Page Info";"Edit Page Info"
"Page Title <span>(title tag)</span>";"Page Title <span>(title tag)</span>"
"Page Keywords <span>(meta tag)</span>";"Page Keywords <span>(meta tag)</span>"
"Page Description <span>(meta tag)</span>";"Page Description <span>(meta tag)</span>"
"Page URL";"Page URL"
"Page Name <span>(for your reference only)</span>";"Page Name <span>(for your reference only)</span>"
"The URL may only contain alphanumeric characters and dashes - any other characters will be stripped. The full url will be http://www.yoursite.com/pages/[url]";"The URL may only contain alphanumeric characters and dashes - any other characters will be stripped. The full url will be http://www.yoursite.com/pages/[url]"
"Error: no values";"Error: no values"
"Global Footer";"Global Footer"
"Missing theme";"Missing theme"
"Not in theme files";"Not in theme files"
"Not writeable";"Yazılamaz"
"Could not create backup";"Could not create backup"
"Could not save contents";"İçerikler kaydedilemedi"
"Bad params";"Kötü parametre"
"Please select the type of log you wish to view from the filter above.";"Please select the type of log you wish to view from the filter above."
"CORE_VIEWS_SCRIPTS_ADMINLANGUAGE_EDIT_DESCRIPTION";"The language phrases in this pack are show below. If you're looking for a specific phrase, use the search box below to find it. Be sure to click ""Save Changes"" before moving to the next page of phrases if you want to keep your changes. Benealth each phrase, you'll see the original phrase for your reference. This is useful if you've lost or accidentally deleted a phrase. Some phrases are in plural form - you'll see examples of numbers used for these phrases in italics."
"This phrase is pluralized. Example values:";"This phrase is pluralized. Example values:"
"When you've finished editing this language pack, you can return to the %s.";"When you've finished editing this language pack, you can return to the %s."
"CORE_VIEWS_SCRIPTS_ADMINLANGUAGE_INDEX_DESCRIPTION";"The layout of your community includes hundreds of phrases of text which are stored in a language pack. If you want to change any of these phrases, you can edit a language pack below. If you want to allow your members to pick from multiple languages, you can also create or import additional packs. If you have multiple packs installed, the pack you've marked as your ""default"" will be the language that displays if a member has not specified their language of choice."
"Upload New Pack";"Upload New Pack"
"Create New Pack";"Create New Pack"
"edit phrases";"edit phrases"
"export";"dışa aktar"
"default";"ön tanımlı"
"Delete Report?";"Delete Report?"
"Are you sure that you want to delete this report? It will not be recoverable after being deleted.";"Are you sure that you want to delete this report? It will not be recoverable after being deleted."
"Delete the selected reports?";"Delete the selected reports?"
"Are you sure that you want to delete this %d report? It will not be recoverable after being deleted.";"Are you sure that you want to delete this %d report? It will not be recoverable after being deleted.";"Are you sure that you want to delete this %d report? It will not be recoverable after being deleted."
"This page lists all of the reports your users have sent in regarding inappropriate content, system abuse, spam, and so forth. You can use the search field to look for reports that contain a particular word or phrase. Very old reports are periodically deleted by the system.";"This page lists all of the reports your users have sent in regarding inappropriate content, system abuse, spam, and so forth. You can use the search field to look for reports that contain a particular word or phrase. Very old reports are periodically deleted by the system."
"Dismiss Selected";"Dismiss Selected"
"There are currently no outstanding abuse reports.";"There are currently no outstanding abuse reports."
"Content Type";"İçerik Tipi"
"CORE_VIEWS_SCRIPTS_ADMINSTATS_INDEX_DESCRIPTION";"Stay connected to the pulse of your community by observing your site-wide statistics. The filters below allow you to observe various metrics and their change over different time periods."
"Top Referring Sites";"Top Referring Sites"
"CORE_VIEWS_SCRIPTS_ADMINSTATS_REFERRERS_DESCRIPTION";"These are the 100 most common referring URLs tracked from your homepage. This indicates where most of your new traffic is coming from. Clearing the list periodically will give you fresh referrer data."
"Are you sure you want to clear the referrers?";"Are you sure you want to clear the referrers?"
"Hits";"Hits"
"Referring URL";"Referring URL"
"There have not been any referrers logged yet.";"There have not been any referrers logged yet."
"CORE_VIEWS_SCRIPTS_ADMINSYSTEM_LOG_DESCRIPTION";"System logs are helpful for troubleshooting and debugging. Select the log you would like to view below."
"Empty Log";"Empty Log"
"Error log";"Error log"
"Language log";"Language log"
"Video encoding log";"Video encoding log"
"Show %s Line";"%s Satır Göster";"%s Satır Göster"
"Show 100 Lines";"100 Satır Göster"
"Show 1000 Lines";"1000 Satır Göster"
"Show 5000 Lines";"5000 Satır Göster"
"Show 10000 Lines";"10000 Satır Göster"
"Show 50000 Lines";"50000 Satır Göster"
"View Log";"Logu Gör"
"Are you sure you want to empty the %s";"Are you sure you want to empty the %s"
